full_text,cleaned,sentiment,label
@jek___ Apa rasanya ya lg enak enak kerja eh ketempelan setan IKN,jek ya lg enak enak kerja eh tempel setan ikn,negatif,0
@MafiaWasit Akan lanjut ke DKJ 1 atau IKN 1 ini?,mafiawasit dkj ikn,negatif,0
Heranya masih dukung IKN Jokowi wkakk,dukung ikn jokowi wkakk,negatif,0
@pandji Sepertinya IKN.,pandji ikn,negatif,0
@neVerAl0nely Rakyat menuduh mu tukang tipu .di bantah aja kalau gak menipu Contoh .tunjukin mobil eseka di mana Anda janji gak import Anda janji Indosat mau di kembalikan ke Indonesia Ikn sekarang gak jalan manggark .jelasin ke rakyat.apa mampu .anda,neveralnely rakyat tuduh mu tukang tipu bantah aja gak tipu contoh tunjukin mobil eseka janji gak import janji indosat indonesia ikn gak jalan manggark jelasin rakyatapa,negatif,0
@DianSandiU Esemka 11T ekonomi meroket investor IKN anak gak nyalon dan terakhir ijazah...semua nya bohong hoax dan palsu,diansandiu esemka t ekonomi roket investor ikn anak gak nyalon ijazahsemua nya bohong hoax palsu,negatif,0
Pelaksanaan Proses Indetifikasi Penerbitan SIM. #polantashadir #polripresisi #korlantas #ibukotanusantara #ikn #polresppu #satlantasppu #polri https://t.co/LwTOv8RECl,laksana proses indetifikasi terbit sim polantashadir polripresisi korlantas ibukotanusantara ikn polresppu satlantasppu polri,negatif,0
@ceanories sini ke ikn,ceanories ikn,negatif,0
@UmarHasibuan__ Setuju.. kalo tentang ijazah saja Pemimpin tidak jujur apalagi ttg motif kebijakan yang dia ambil. Nanti yg terjadi adalah spt IKN dan KCIC yg tidak urgent utk rakyat yg masih rendah angka kesempatan kerja dan pendidikannya tapi tetap dipaksakan bahkan sampe bikin APBN tekor!!,umarhasibuan tuju kalo ijazah pimpin jujur ttg motif bijak ambil yg spt ikn kcic yg urgent utk rakyat yg rendah angka kerja didik paksa sampe bikin apbn tekor,negatif,1
@Lembayung071 @jokowi @prabowo Betul lebih baik bahas Investor asing IKN yg gak nongol padahal se NKRI sudah diyakinkan Presiden lewat Pidato antrinya Investor Asing IKN,lembayung jokowi prabowo bahas investor asing ikn yg gak nongol nkri presiden pidato antri investor asing ikn,negatif,0
@B4ng_Hans Sekejam2annya ibu tiri tidak sekejam Ikn,bnghans kejam tiri kejam ikn,negatif,0
@DedynurPalakka Ssssttttttt.. keberanian saya untuk bilang IKN itu sudah antri yg mau Invest dari negara2 asing walaupun sebenarnya dibiayai APBN karena saya dibohongi Menteri Investasi ;,dedynurpalakka ssssttttttt berani bilang ikn antri yg invest negara asing biaya apbn bohong menteri investasi,negatif,0
@Lembayung071 @prabowo jokowi memang berkuasa semua di kendalikan oleh nya tapi hidupnya ngga akan tenang masalah akan selalu menghantui nya karena banyak kebohongan selama hidup dan menjabat seperti esemka 6000 unit uang 11.000 trilliun di kantong investor ikn ngantri dsb dsb dsb ,lembayung prabowo jokowi kuasa kendali nya hidup ngga tenang hantu nya bohong hidup jabat esemka unit uang trilliun kantong investor ikn ngantri dsb dsb dsb,negatif,0
@xquitavee @jokowi jokowi memang berkuasa semua di kendalikan oleh nya tapi hidupnya ngga akan tenang masalah akan selalu menghantui nya karena banyak kebohongan selama hidup dan menjabat seperti esemka 6000 unit uang 11.000 trilliun di kantong investor ikn ngantri dsb dsb dsb ,xquitavee jokowi jokowi kuasa kendali nya hidup ngga tenang hantu nya bohong hidup jabat esemka unit uang trilliun kantong investor ikn ngantri dsb dsb dsb,negatif,0
@Sumarno12998913 @DokterTifa IKN yg untung cuma orang2 yg kalian sebut 9 naga Bonar doang rakyat mana yg untung tuh search banyak kali kena PKH makin banyak pengangguran dinegara ini,sumarno doktertifa ikn yg untung orang yg naga bonar doang rakyat yg untung tuh search kali kena pkh anggur negara,negatif,0
@Kanseulir Real Anggaran IKN....tambah angka 1 di depan‼️,kanseulir real anggar ikntambah angka,negatif,0
rakyat nya kan lebih mau makan gratis pembangunan ikn sampe efesiensi pendidikan aoawkwkkwkw oke gas oke gas,rakyat nya makan gratis bangun ikn sampe efesiensi didik aoawkwkkwkw oke gas oke gas,negatif,1
@xquitavee @jokowi @KRMTRoySuryo2 @DokterTifa @SianiparRismon @balapurik @G0LIATH87 @FDonghun @jokovvl @Lembayung071 @Minietweets_ jokowi memang berkuasa semua di kendalikan oleh nya tapi hidupnya ngga akan tenang masalah akan selalu menghantui nya karena banyak kebohongan selama hidup dan menjabat seperti esemka 6000 unit uang 11.000 trilliun di kantong investor ikn ngantri dsb dsb dsb ,xquitavee jokowi krmtroysuryo doktertifa sianiparrismon balapurik gliath fdonghun jokovvl lembayung minietweets jokowi kuasa kendali nya hidup ngga tenang hantu nya bohong hidup jabat esemka unit uang trilliun kantong investor ikn ngantri dsb dsb dsb,negatif,0
@H4T14K4LN4L42 @jokowi @Kiyai_MarufAmin @MYusufKala1 @PDI_Perjuangan @PartaiGolkar @DPR_RI @prabowo Ngawur tanyakan dulu kpd otorita IKN apa betul para investor diberi HGU 190 th jangan bikin gaduh,htklnl jokowi kiyaimarufamin myusufkala pdiperjuangan partaigolkar dprri prabowo ngawur kpd otorita ikn investor hgu th bikin gaduh,negatif,0
@Sumarno12998913 @DokterTifa Lhaaa bos faktanya dg dibangunnya IKN bukan untung malah BUNTUNG bahkan sampai saat ini pun menjelang MANGKRAK. Meleek lah kalo mau menjilat biar sedikit terbuka matanya bahwasanya yg dijilat itu pantatnya burik.,sumarno doktertifa lhaaa bos fakta dg bangun ikn untung buntung jelang mangkrak meleek kalo jilat biar buka mata yg jilat pantat burik,negatif,0
@tanyakanrl Bagusnya memikirkan bagaimana Indonesia ke depannya agar lebih baik dan benar terlebih lagi ikn belum ada kepastian sama sekali,tanyakanrl bagus pikir indonesia ikn,positif,0
@denmasmister @kegblgnunfaedh Sebesar patung siluman kelelawar di IKN,denmasmister kegblgnunfaedh patung siluman kelelawar ikn,negatif,0
@mediaindonesia Berhasil 10 THN boongin rakyat Esemka ghoib investor ikn sepi katanya gak pakai apbn faktanya pakai apbn apbn defisit hutang menumpuk hukum tajman kebawah tumpul keatas dan banyak lagi,mediaindonesia hasil thn boongin rakyat esemka ghoib investor ikn sepi gak pakai apbn fakta pakai apbn apbn defisit hutang tumpuk hukum tajman tumpul,negatif,0
@B4ng_Hans Membangun IKN utk rakyat tp pasilitas barang bahan dll yg digunakan dr hasil yg tdk baik &amp; tdk jujur apalagi tdk dibayar itu artinya kawasan IKN tidak ada berkahnya jangan jangan hanya makian &amp; doa yg buruk didapatkan IKN dr orang orang yg ngak dibayar memalukan menyedihkan,bnghans bangun ikn utk rakyat tp pasilitas barang bahan dll yg dr hasil yg tdk amp tdk jujur tdk bayar arti kawasan ikn berkah maki amp doa yg buruk ikn dr orang orang yg ngak bayar malu sedih,negatif,0
@OposisiCerdas Pernah dia tanya sdh berbuat apa kau utk negeri ini Sok skl manusia satu ini Spt kau serta rezimmu sdh membuat negeri ini hebat saja Kau mkn sj itu gedung2 IKN,oposisicerdas sdh kau utk negeri sok skl manusia spt kau rezim sdh negeri hebat kau mkn sj gedung ikn,positif,1
@H4T14K4LN4L42 @jokowi @Kiyai_MarufAmin @MYusufKala1 @PDI_Perjuangan @PartaiGolkar @DPR_RI @prabowo Melebihi penjajahan Hongkong oleh Inggris. Bisa2 IKN jadi negara dalam negara #NegaraNusantara,htklnl jokowi kiyaimarufamin myusufkala pdiperjuangan partaigolkar dprri prabowo jajah hongkong inggris ikn negara negara negaranusantara,negatif,0
@BosPurwa @jokowi IKN = Proyek mercu suara ambisi pribadi Jokowi yg direstui DPR saat itu . Ujung2nya mangkrak dan menggembosi keuangan negara,bospurwa jokowi ikn proyek mercu suara ambisi pribadi jokowi yg restu dpr ujung mangkrak gembos uang negara,negatif,0
@erickthohir rik kapan dibangun 8 stadion standar fifa di ikn?,erickthohir rik bangun stadion standar fifa ikn,negatif,0
Pembangunan IKN Nusantara wujud pemerataan dan pembangunan nasional #IKNNusantara https://t.co/EfZUDR9euA,bangun ikn nusantara wujud perata bangun nasional iknnusantara,negatif,0
@DianSandiU Makanya tunjukkan dan buktikan kepublik bahwa tuduhan itu salah! Kalo modal bacot semua org jg bisa ngaku2 alumni UGM walaupun kerjaannya masuk got! Penjahat merasa terzalimi itulah penjahat sesungguhnya IKN &amp; ESEMKA adalah bukti kebohongan/kejahatan !,diansandiu bukti publik tuduh salah kalo modal bacot org jg ngaku alumni ugm kerja masuk got jahat zalim jahat sungguh ikn amp esemka bukti kebohongankejahatan,negatif,0
@jabangtetuko007 @Boediantar4 Sumatera + Aceh jd 'negara kedaulatan baru' Kalimantan mau dianeks oleh M'sia / merdeka sendiri (IKN milik negara Kalimantan) Transmigran dari Pulau Jawa mengungsi ke luar Indonesia (waspada Pergantian Besar) terutama Suriname dan Belanda,jabangtetuko boediantar sumatera aceh jd negara daulat kalimantan dianeks msia merdeka ikn milik negara kalimantan transmigran pulau jawa ungsi indonesia waspada ganti utama suriname belanda,negatif,0
@neVerAl0nely Emang cocok nya jadi psk itu kita bisa lihat gedung2 di ikn cocok nya buat psk ,neveralnely emang cocok nya psk lihat gedung ikn cocok nya psk,negatif,0
@ElhassanTa1479 @ApriliaLin sini bang ke boyolali saya liatin produsen nya mobil esemka kalo mau masuk juga bisa saya ad ordal IKN mangkrak? lah om saya lagi kerja di IKN gmna tuh?,elhassanta aprilialin bang boyolali liatin produsen nya mobil esemka kalo masuk ad ordal ikn mangkrak om kerja ikn gmna tuh,negatif,0
@setyoprihandono @Opposisi6890 PSK transaksi dan main di semak IKN,setyoprihandono opposisi psk transaksi main semak ikn,negatif,0
@neVerAl0nely Buka lapangan kerja di ikn,neveralnely buka lapang kerja ikn,negatif,0
@H4T14K4LN4L42 @msaid_didu @jokowi @Kiyai_MarufAmin @MYusufKala1 @PDI_Perjuangan @PartaiGolkar @DPR_RI @prabowo Sok-sokan berlagak jadi pahlawan yang membebaskan Freeport... eh ujungnya menggadaikan IKN 190 hampir dua abad cukup untuk melewati 6 generasi,htklnl msaiddidu jokowi kiyaimarufamin myusufkala pdiperjuangan partaigolkar dprri prabowo soksokan lagak pahlawan bebas freeport eh ujung gadai ikn abad generasi,negatif,0
@cobeh2022 Ketika penjahat bermain akting jadi korban Ratusan juta rakyat knatipu dan dirugikan presiden palsu dari pemilu palsu dengan syarat ijazah palsu. Byk yg panik Krn para pejabat dan produk hukum produk Jokowi bisa batal demi hukum Semua aturan merugikan rakyat batal termasuk ikn,cobeh jahat main akting korban ratus juta rakyat knatipu rugi presiden palsu milu palsu syarat ijazah palsu byk yg panik krn jabat produk hukum produk jokowi batal hukum atur rugi rakyat batal masuk ikn,negatif,0
@ApriliaLin Yang tukang NGIBUL MULYONO MOBIL SMK 6000 unit sudah dipesan Dikantong Saya ada 11 rb trilyun Ekonomi melesat Buy back Indosat IKN mangkrak Kereta Tanpa rel di IKN mana buktinya Sudah tapi belum. Yang kaya gini masih dipercaya,aprilialin tukang ngibul mulyono mobil smk unit pes kantong rb trilyun ekonomi lesat buy back indosat ikn mangkrak kereta rel ikn bukti kaya gin percaya,negatif,0
Jokowi yg menghina kami 2 periode harusnya diadili segera sih Sgt byk kasus yg harusnya bs didelikkan mulai dri bohong produksi Esemka bohong investor IKN bohong punya setidaknya 11rb triliun dikantongnya kasus eKTP dan kaitannya dengan Aguan PIK 2. #tolakPIK2 #AdiliJokowi,jokowi yg hina periode adil sih sgt byk yg bs delik dri bohong produksi esemka bohong investor ikn bohong rb triliun kantong ektp kait aguan pik tolakpik adilijokowi,negatif,0
@NKRITetapDiHati @kusuma12197 @KRMTRoySuryo2 @DokterTifa @SianiparRismon Tukang DFK nuduh DFKmobil Esemka investor ikn ga pake dana APBN dll kurang DFK apa lagi? Tambah lagi ijazah hah ngedabrus,nkritetapdihati kusuma krmtroysuryo doktertifa sianiparrismon tukang dfk nuduh dfkmobil esemka investor ikn ga pake dana apbn dll dfk ijazah hah ngedabrus,negatif,0
@V3g3L IKN: Kereta tanpa rel dikembalikan ke China. Esemka: Mobil China yang dilabeli atas nama Esemka . Sekarang sudah jadi benar2 mobil ghoib. Konoha: Lama-lama juga 'dikembalikan' ke China karena tidak bisa bayar utang. https://t.co/FUmTcuAs7o,vgl ikn kereta rel china esemka mobil china label nama esemka mobil ghoib konoha lamalama china bayar utang,negatif,0
@DianSandiU Apa kabar Mobil Esemka...Investor IKN ....ekonomi merekot ? Masih percaya?,diansandiu kabar mobil esemkainvestor ikn ekonomi merekot percaya,negatif,0
@poepleplus62 @kegblgnunfaedh Lu jangan ngmg doang deh. Kaya orang tolol yg ada. Kalo mau ngmg kasih bukti yg konkrit. Even until now ikn aja masih berjalan. Mangkarak dr mana? Dari dasar hati kebencian lu yg busuk itu? Wkwkwkwk dasar anak abah. https://t.co/fiLbb6h6K4,poepleplus kegblgnunfaedh lu ngmg doang deh kaya orang tolol yg kalo ngmg kasih bukti yg konkrit even until now ikn aja jalan mangkarak dr dasar hati benci lu yg busuk wkwkwkwk dasar anak abah,negatif,0
@ariabima99 Kalo Presiden dan menteri mau pindah ke IKN ASNnya pasti mau berangkat. Gk perlu insentif. Nyatanya tidak ada apa2 di sana! Tempat hiburan? Gemerlap Ibukota? Fasilitas kesehatan pun rasa2nya belum cukup,ariabima kalo presiden menteri pindah ikn asnnya berangkat gk insentif nyata hibur gemerlap ibukota fasilitas sehat,negatif,0
@Apriliyanurani @TribuanaWira @Dennysiregar7 @review_soc4086 @Soumokil_Will per 5tahun itu sebenernya itu recycle sdm anggap aja demokrasi yg kesempatannya terbuka buat semua insan manusia tp progress value dan goal nya ga boleh hanya semata wayang cuman monas aja jd yah udah bagus ada danantara yg diawasin sby sama jokowi itu progressive oh dan ikn,apriliyanurani tribuanawira dennysiregar reviewsoc soumokilwill sebenernya recycle sdm anggap aja demokrasi yg buka insan manusia tp progress value goal nya ga wayang cuman monas aja jd yah udah bagus danantara yg diawasin sby jokowi progressive oh ikn,positif,1
@kompascom Gua gak peduli ijazahnya pak jokowi palsu atau tidak. Dia harus bayar janji2-nya pas jadi presiden dulu harus dilunasi. macet dna banjir gampang diatasi jadi presiden Duit 11000 T di luar negeri untuk indonesia bangun 9 lap bola duit di IKN dari FIFA 1 thn kelar ,kompascom gua gak peduli ijazah jokowi palsu bayar janji pas presiden lunas macet dna banjir gampang presiden duit t negeri indonesia bangun lap bola duit ikn fifa thn kelar,negatif,0
@sallyrosalina_w @bangtanochu @poepleplus62 @kegblgnunfaedh @bangtanochu @poepleplus62 @kegblgnunfaedh Berdasarkan info terkini proyek IKN tampaknya tetap berjalan. Pemerintah menyiapkan relokasi ASN pada 2025 dan menargetkan penyelesaian infrastruktur utama pada 2028. Anggaran Rp 48 8 triliun dialokasikan untuk 2025 2029. Namun ada,sallyrosalinaw bangtanochu poepleplus kegblgnunfaedh bangtanochu poepleplus kegblgnunfaedh dasar info proyek ikn jalan perintah relokasi asn target selesai infrastruktur utama anggar rp triliun alokasi,negatif,0
@Opposisi6890 Pindah ke IKN,opposisi pindah ikn,negatif,0
@bangtanochu @kegblgnunfaedh Banyak salah satunya yang bakal mangkrak adalah IKN Buka mata anda supaya tidak TOLOL ,bangtanochu kegblgnunfaedh salah mangkrak ikn buka mata tolol,negatif,0
Adili Jokowi : usut tuntas IKN yg sarat penipuan + korup,adil jokowi usut tuntas ikn yg sarat tipu korup,negatif,0
@democrazymedia Ijazahmu perlu diteliti krn IKN skr MANGKRAK pas dng GIGIMU yg SERAMPANGAN,democrazymedia ijazah teliti krn ikn skr mangkrak pas dng gigi yg serampang,negatif,0
@EkoPurwanto001 Karena mereka tahu akan seperti apa dunia di hati² datang..semua bersiap kecuali IKN ,ekopurwanto dunia hati datangsemua kecuali ikn,negatif,0
@democrazymedia Utk pemimpin yg tdk adil dihinakan di dunia ini mgk balasan (kecil) nanti di akhirat org2 yg pernah anda dzalimi ditipu sampe pabriknya bangkrut (al sintan) digusur (Rempang IKN Mandalika Papua) korban KM 50 akan nuntut keadilan pada Allah.,democrazymedia utk pimpin yg tdk adil hina dunia mgk balas akhirat org yg dzalimi tipu sampe pabrik bangkrut al sintan gusur rempang ikn mandalika papua korban km nuntut adil allah,negatif,0
@Kanseulir lebih baik anggaran ikn buat pelatihan tenaga kerja dan investasi industri padat karya dampaknya meningkatkan pemasukan pajak membuka lapangan kerja dan tentu orangtuanya mampu biayai anak2 utk sekolah dan memberi makan bergizi.,kanseulir anggar ikn latih tenaga kerja investasi industri padat karya dampak tingkat pasu pajak buka lapang kerja orangtuanya biaya anak utk sekolah makan gizi,negatif,0
@arkassssabbiqe @glorygloryjeno @BigAlphaID @prabowo Lebih bijak buat bangun tol Trans kalimantan tol Trans Sumatera dulu itu lebih penting daripada maksain kereta cepat dan ikn Kadang-kadang miris lihat jalan dikedua pulau tersebut cuma aspal lebar 5 meter doang itupun cuma 1 jalur dan sempit.,arkassssabbiqe glorygloryjeno bigalphaid prabowo bijak bangun tol trans kalimantan tol trans sumatera maksain kereta cepat ikn kadangkadang miris lihat jalan pulau aspal lebar meter doang jalur sempit,negatif,0
@glorygloryjeno @PandaMerahku @BigAlphaID @prabowo utangnya jokowi konsumtif semua. IKN gak guna. kereta cepat gak guna. bandara2 international gak guna. mandalika gak guna. trans papua gak guna.,glorygloryjeno pandamerahku bigalphaid prabowo utang jokowi konsumtif ikn gak kereta cepat gak bandara international gak mandalika gak trans papua gak,negatif,0
MAKIN GAJE! KPK DILARANG TANGKAP DIREKSI &amp; KOMISARIS BUMN. DI IKN PR*STI... https://t.co/a3TskMPU4q via @YouTube,gaje kpk larang tangkap direksi amp komisaris bumn ikn prsti via youtube,negatif,0
Tak Lolos Uji Kereta Otonom IKN Diretur ke China Rangkaian autonomous rail transit yang didatangkan dari China dinilai gagal karena tak bisa beroperasi secara otonom. Imbasnya kereta tanpa rel IKN dikembalikan ke China. Ikuti Kompas https://t.co/kZHRcdofeS @hariankompas,lolos uji kereta otonom ikn retur china rangkai autonomous rail transit china nilai gagal operasi otonom imbas kereta rel ikn china kompas hariankompas,negatif,0
@DarsAlexandra1 Isinya orangutan IKN,darsalexandra isi orangutan ikn,negatif,0
@azis95 Ga heran mah kerjaan di Indonesia oversight melulu. Contohnya lagi lorem ipsum di IKN ,azis ga heran mah kerja indonesia oversight melulu contoh lorem ipsum ikn,negatif,0
IKN makin siap... Hadiri Rapat di OIKN Pangdam Mulawarman sebut Pentingnya Pembangunan Markas Kodim IKN https://t.co/lbnw5M5zRv,ikn hadir rapat oikn pangdam mulawarman bangun markas kodim ikn,negatif,0
Selama ini ternyata BIN sudah menempati kantor modular di IKN... BIN pindah dari Kantor Sementara ke kantor tetap di IKN Siap Dukung Penuh Keamanan Ibu Kota Baru https://t.co/nbSLMTRP1P,nyata bin kantor modular ikn bin pindah kantor kantor ikn dukung penuh aman kota,negatif,0
@inganggita Gaada kata keramat daerah penyangga IKN soalnya,inganggita gaada keramat daerah sangga ikn,negatif,0
@cobeh2022 Justru arti menghina adalah ketika capres mengumbar kebohongan publik.ada uang 11K T disaku saya ada yang pesen mobil esemka 6000 orang dan satu lagi: sudah banyak investor asing di IKN ,cobeh arti hina capres umbar bohong publikada uang k t saku sen mobil esemka orang investor asing ikn,negatif,0
@KangManto123 Sebaiknya ormas preman dibina sakan,kangmanto ormas preman bina sak,negatif,0
@sukakamutr @carukwaluyo @DokterTifa Otak lu pake tanya noh kontraktor2 yg belom dibayar bertahun2 sm pinokio ikn yg jd istana lendir freeport yg gaje ga seperak rupiah pun masuk kas negara ... Literasi n gizi otak lu dtingkatkan jer biar ga do ngok n gampang dkibulin. Kebanyakan nge-lem sih lu ,sukakamutr carukwaluyo doktertifa otak lu pake noh kontraktor yg bom bayar sm pinokio ikn yg jd istana lendir freeport yg gaje ga perak rupiah masuk kas negara literasi n gizi otak lu dtingkatkan jer biar ga do ngok n gampang dkibulin ngelem sih lu,negatif,0
@Opposisi6890 Penghuninya akan pindah ke IKN !,opposisi hun pindah ikn,negatif,0
@pandji IKN dong apalagi skrg banyak PSK nya. Eeh..,pandji ikn skrg psk nya eeh,negatif,0
@JDjamhuri38681 @geloraco Intinya. Ga SBY dgn Prasasti Hambalang. Ga Jokowi dgn prasasti IKN. Mangkrang semua. Legenda nya rakyat cuma menerimo. Gayanya beragama di RI. Kantongi duit sendiri dgn menyiksa rakyat.,jdjamhuri geloraco inti ga sby dgn prasasti hambalang ga jokowi dgn prasasti ikn mangkrang legenda nya rakyat menerimo gaya agama ri kantong duit dgn siksa rakyat,negatif,0
@pensilwarna24 bnyk d aym d ikn d cmln ymmy pkkny,pensilwarna bnyk d aym d ikn d cmln ymmy pkkny,negatif,0
@diiymana Hahahaha lorem ipsun kek tugu IKN aja,diiymana hahahaha lorem ipsun kek tugu ikn aja,negatif,0
@kompascom Duitnya habis buat ikn Dan danantara,kompascom duit habis ikn danantara,negatif,0
@democrazymedia Memannya OCCRP gak menghina? Ngomong doal IKN gak dibiayai negara apa itu bukan perbuatan hina? Ngomong soal ratusan investor di IKN dari berbagai negara apa itu bukan perbuatan hina? Sy mau tanya itu dulu.,democrazymedia mem occrp gak hina ngomong doal ikn gak biaya negara hina ngomong ratus investor ikn negara hina sy,negatif,0
@Yurissa_Samosir @choymarkochoy_ @ay_prakasa2225 @JamalBoegis @AmaluddinSSili1 @nomerorae @Panitia68285950 @yaniarsim @PutriKayan16645 @amelcewaw @msaid_didu Anggap saja mereka itu para investor yg berinvestasi di IKN.. Betul ngak Tuan @jokowi,yurissasamosir choymarkochoy ayprakasa jamalboegis amaluddinssili nomerorae panitia yaniarsim putrikayan amelcewaw msaiddidu anggap investor yg investasi ikn ngak tuan jokowi,negatif,0
Bayangkan jika dana IKN utk selesaikan masalah ini. Rakyat banyak yg tdk sadar klu IKN cuma proyek legasi pribadi. Proyek konyol utk situasi spt saat ini. Pindah ibu kota bkn gagasan yg salah. Tapi dipaksakan di saat yg salah hanya berbuah ketololan sempurna. https://t.co/N3w8SBWxaE,bayang dana ikn utk selesai rakyat yg tdk sadar klu ikn proyek legasi pribadi proyek konyol utk situasi spt pindah kota bkn gagas yg salah paksa yg salah buah tolol sempurna,negatif,0
@AraituLaki IKN .. jd tempat LOnThE mangkal,araitulaki ikn jd lonthe mangkal,negatif,0
di sini jalan kaki 57 km udah sampe perbatasan IKN,jalan kaki km udah sampe batas ikn,negatif,0
@PresidenKopi Pada akhirnya IKN rata dengan tanah karena udah ng ada duit buat lanjut hahahaha....,presidenkopi ikn tanah udah ng duit hahahaha,negatif,0
@0xLamboe @Autosultan_team @BitgetWalletID @BitgetID @lampunggehh @Crypto_Lampung @DownceC Kampus gua mah di jabodetabek + ikn wkwk,xlamboe autosultanteam bitgetwalletid bitgetid lampunggehh cryptolampung downcec kampus gua mah jabodetabek ikn wkwk,negatif,0
@KompasTV Bandingkan dgn dampak kebijakan²mu ke rakyat di Rempang PIK IKN Morowali dll. Sebanding enggak dgn yg kamu rasakan Mul? Kamu tinggal tunjukkin ijasah aja pake muter² playing victim lagak paling menderita. Smtr dampak dari ijasah palsumu itu bikin rakyat senegara sengsara!,kompastv banding dgn dampak bijak mu rakyat rempang pik ikn morowali dll banding dgn yg mul tinggal tunjukkin ijasah aja pake muter playing victim lagak derita smtr dampak ijasah palsu bikin rakyat negara sengsara,negatif,0
DiBangun pake APBN hingga Trilyunan.. Dibelain Utang Gak karuan ampe Boncoss.. IKN CUMAN JADI SARANG LONTHE‼️ Trus itu Para bapack2 dan Om2 ASN jadi dipindah kesana Tanpa bawa keluarga??? Ayo SEMANGAT https://t.co/WweRn9KmIB,bangun pake apbn trilyunan bain utang gak karuan ampe boncoss ikn cuman sarang lonthe trus bapack om asn pindah kesana bawa keluarga ayo semangat,negatif,0
@ZulkifliLubis69 @jokowi Daaan menurut @jokowi yang keukeuh KCIC hutang menggunung IKN dipaksa padahal rakyat lg butuh yg lain tambang nikel hilirisasi yg amburadul itu salah siapa ya??? bpk lupa ingatan ??,zulkiflilubis jokowi daaan jokowi keukeuh kcic hutang gunung ikn paksa rakyat lg butuh yg tambang nikel hilir yg amburadul salah ya bpk lupa,negatif,0
@Opposisi6890 kirain CLOSED sementara berlibur ke IKN,opposisi kirain closed libur ikn,negatif,0
Zypto Luncurkan Kartu Visa Virtual! Belanja Bisa Pakai Pi Coin Dapatkan Hadiah $5 Sumber: IKN Pos https://t.co/dt6MBu5a5u Dibagikan melalui Aplikasi Google,zypto luncur kartu visa virtual belanja pakai pi coin hadiah sumber ikn pos aplikasi google,negatif,0
Maraknya Prostitusi Online di Kawasan IKN ....Kok bisa ya ????? https://t.co/rXxMjdCQiF,marak prostitusi online kawasan ikn ya,negatif,0
Anggaran Ibu Kota Nusantara (IKN) katanya Rp466 triliun Jika bangun atau perbaiki sekolah butuh biaya Rp1 5 miliar per sekolah maka bisa bangun atau perbaiki sekitar 310.666 sekolah! https://t.co/NpDLZeNwZw,anggar kota nusantara ikn rp triliun bangun sekolah butuh biaya rp miliar sekolah bangun sekolah,negatif,0
@BosPurwa @jokowi salah satu yang membuat sy yang bersebelahan dengan IKN masih husnudzan dg prabowo adalah fakta (hingga detik ini) IKN berhenti total.,bospurwa jokowi salah sy bahan ikn husnudzan dg prabowo fakta detik ikn henti total,negatif,0
75 8 Triliun duit APBN untuk IKN itu bisa merenovasi sktr 75.800 sekolah yang rusak dgn asumsi 1 sekolah negeri 1 miliar klo 500 juta bisa 151.600 sekolah dan ato memperbaiki infrastruktur lainnya iya gak Pak @jokowi ? https://t.co/1uBJ04YR7V,triliun duit apbn ikn renovasi sktr sekolah rusak dgn asumsi sekolah negeri miliar klo juta sekolah ato infrastruktur iya gak jokowi,negatif,0
@islah_bahrawi Aseekkk investor luar negeri kabur semua korupsi merajalela premanisme menjamur ikn mangkrak. Lengkap sudah penderitaan negara,islahbahrawi aseekkk investor negeri kabur korupsi rajalela preman jamur ikn mangkrak lengkap derita negara,negatif,0
Sy menganggap ini sebagai kehancuran total desa n kehidupan laut. Mrk membuang limbah batu bara ke laut. Penangkapn ikn di daerah pesisir sdh lama hilang. Ad perubahan warna n tekstur air. Budaya tlh hancur kata HERNEMUS TAKULING Aktivis Adat Sawai untk Climate Rights Int. 2024. https://t.co/N5kNWZNE1L,sy anggap hancur total desa n hidup laut mrk buang limbah batu bara laut penangkapn ikn daerah pesisir sdh hilang ad ubah warna n tekstur air budaya tlh hancur hernemus takuling aktivis adat sawai untk climate rights int,negatif,0
@ANCEB436423 @TirtoID Lebih ngaruh kebijakan blunder semacam MBG dan efisiensi (padahal buat bayar utang jatuh tempo 2025). Liat dampak efisiensi 18.000+ honorer kementerian diberhenti tugaskan. Proyek2 pembangunan diputus ditengah jalan (IKN &amp; tol lintas sumatera). Brp yg di phk?,anceb tirtoid ngaruh bijak blunder mbg efisiensi bayar utang jatuh tempo liat dampak efisiensi honorer menteri henti tugas proyek bangun putus jalan ikn amp tol lintas sumatera brp yg phk,negatif,1
Pengamat: Untuk Selesaikan Masalah Bangsa Prabowo Harus Bebas dari Pengaruh Jokowi. Ekonomi politik dan sosial hancur. Dia menghambur-hamburkan dana negara dalam jumlah yang besar dan gila-gilaan seperti membangun IKN yang sekarang ternyata mangkrak. https://t.co/XIFcxInDdj https://t.co/x9tQOTcHrV,selesai bangsa prabowo bebas pengaruh jokowi ekonomi politik sosial hancur menghamburhamburkan dana negara gilagilaan bangun ikn nyata mangkrak,negatif,0
@ahmadyaniritong @BagusKoninMania @Opposisi6890 Ok pak sekarang ke IKN dulu sana. https://t.co/3Qoc6ntSvO,ahmadyaniritong baguskoninmania opposisi ok ikn,negatif,1
