data_clean,lowercasing,remove_punctuation,tokenizing,stopword,stemming,sentiment
huni ikn pindah tahap tampung,oikn: hunian asn di ikn siap tampung pemindahan tahap awal  ,oikn hunian asn di ikn siap tampung pemindahan tahap awal  ,"[""oikn"", ""hunian"", ""asn"", ""di"", ""ikn"", ""siap"", ""tampung"", ""pemindahan"", ""tahap"", ""awal""]","[""oikn"", ""hunian"", ""asn"", ""ikn"", ""tampung"", ""pemindahan"", ""tahap""]","[""huni"", ""ikn"", ""pindah"", ""tahap"", ""tampung""]",negatif
bikin dana dunia ekonomi ikn minim pulih pulih rangkak, ketika ekonomi dunia baru merangkak pulih karena covid indo mulai pulih dana minim malah bikin ikn yg mandeg , ketika ekonomi dunia baru merangkak pulih karena covid indo mulai pulih dana minim malah bikin ikn yg mandeg ,"[""ketika"", ""ekonomi"", ""dunia"", ""baru"", ""merangkak"", ""pulih"", ""karena"", ""covid"", ""indo"", ""mulai"", ""pulih"", ""dana"", ""minim"", ""malah"", ""bikin"", ""ikn"", ""yg"", ""mandeg""]","[""ekonomi"", ""dunia"", ""merangkak"", ""pulih"", ""covid"", ""indo"", ""pulih"", ""dana"", ""minim"", ""bikin"", ""ikn"", ""mandeg""]","[""bikin"", ""dana"", ""dunia"", ""ekonomi"", ""ikn"", ""minim"", ""pulih"", ""pulih"", ""rangkak""]",negatif
artikel baca bambang ikn kepala mundur,baru tahu bambang susantono mundur dari kepala otorita ikn. ada apa ya? kok bisa tiba-tiba gitu? baca artikelnya di sini:   ,baru tahu bambang susantono mundur dari kepala otorita ikn ada apa ya kok bisa tibatiba gitu baca artikelnya di sini   ,"[""baru"", ""tahu"", ""bambang"", ""susantono"", ""mundur"", ""dari"", ""kepala"", ""otorita"", ""ikn"", ""ada"", ""apa"", ""ya"", ""kok"", ""bisa"", ""tibatiba"", ""gitu"", ""baca"", ""artikelnya"", ""di"", ""sini""]","[""bambang"", ""susantono"", ""mundur"", ""kepala"", ""otorita"", ""ikn"", ""tibatiba"", ""gitu"", ""baca"", ""artikelnya""]","[""artikel"", ""baca"", ""bambang"", ""ikn"", ""kepala"", ""mundur""]",negatif
abai bangun ikn kelak sepele,sepertinya ada banyak hal sepele yg diabaikan dlm pembangunan ikn yg kelak akan menjadi masalah hingga berlarut-larut. ;-)) ..;-)),sepertinya ada banyak hal sepele yg diabaikan dlm pembangunan ikn yg kelak akan menjadi masalah hingga berlarutlarut  ,"[""sepertinya"", ""ada"", ""banyak"", ""hal"", ""sepele"", ""yg"", ""diabaikan"", ""dlm"", ""pembangunan"", ""ikn"", ""yg"", ""kelak"", ""akan"", ""menjadi"", ""masalah"", ""hingga"", ""berlarutlarut""]","[""sepele"", ""diabaikan"", ""dlm"", ""pembangunan"", ""ikn"", ""kelak"", ""berlarutlarut""]","[""abai"", ""bangun"", ""ikn"", ""kelak"", ""sepele""]",negatif
bimbing catat dusta ikn investor nama prof rasyid salah sesuai skripsi tarik tokoh tulis tulis,. berdusta dg mengatakan byk investor yg tertarik inves ke ikn.. sesuai wkt ditanyakan kembali.. blm ada. . kasmujo trnyata tdk ada tercatat dlm skripsi  . pendpt prof ryaas rasyid &amp; tokoh pdip ttg  . salah penulisan nama pembimbing shrsny dg u ditulis oe , berdusta dg mengatakan byk investor yg tertarik inves ke ikn sesuai wkt ditanyakan kembali blm ada  kasmujo trnyata tdk ada tercatat dlm skripsi   pendpt prof ryaas rasyid amp tokoh pdip ttg   salah penulisan nama pembimbing shrsny dg u ditulis oe ,"[""berdusta"", ""dg"", ""mengatakan"", ""byk"", ""investor"", ""yg"", ""tertarik"", ""inves"", ""ke"", ""ikn"", ""sesuai"", ""wkt"", ""ditanyakan"", ""kembali"", ""blm"", ""ada"", ""kasmujo"", ""trnyata"", ""tdk"", ""ada"", ""tercatat"", ""dlm"", ""skripsi"", ""pendpt"", ""prof"", ""ryaas"", ""rasyid"", ""amp"", ""tokoh"", ""pdip"", ""ttg"", ""salah"", ""penulisan"", ""nama"", ""pembimbing"", ""shrsny"", ""dg"", ""u"", ""ditulis"", ""oe""]","[""berdusta"", ""dg"", ""byk"", ""investor"", ""tertarik"", ""inves"", ""ikn"", ""sesuai"", ""wkt"", ""blm"", ""kasmujo"", ""trnyata"", ""tdk"", ""tercatat"", ""dlm"", ""skripsi"", ""pendpt"", ""prof"", ""ryaas"", ""rasyid"", ""amp"", ""tokoh"", ""pdip"", ""ttg"", ""salah"", ""penulisan"", ""nama"", ""pembimbing"", ""shrsny"", ""dg"", ""u"", ""ditulis"", ""oe""]","[""bimbing"", ""catat"", ""dusta"", ""ikn"", ""investor"", ""nama"", ""prof"", ""rasyid"", ""salah"", ""sesuai"", ""skripsi"", ""tarik"", ""tokoh"", ""tulis"", ""tulis""]",negatif
alami bimbing hutang ikn jabat lonjak paksa pindah program prosedur signifikan signifikan tabrak,. akhirnya.. lhkpn  mengalami peningkatn signifikan slama menjabat... . hutang nkri jg melonjak signifikan. di akhir masa jabatn  . jkw mengatakn pembimbingnya adlh kasmudjo . memaksa pindah ke ikn pdhl tdk ada dlm program kampanye.byk prosedur ditabrak , akhirnya lhkpn  mengalami peningkatn signifikan slama menjabat  hutang nkri jg melonjak signifikan di akhir masa jabatn   jkw mengatakn pembimbingnya adlh kasmudjo  memaksa pindah ke ikn pdhl tdk ada dlm program kampanyebyk prosedur ditabrak ,"[""akhirnya"", ""lhkpn"", ""mengalami"", ""peningkatn"", ""signifikan"", ""slama"", ""menjabat"", ""hutang"", ""nkri"", ""jg"", ""melonjak"", ""signifikan"", ""di"", ""akhir"", ""masa"", ""jabatn"", ""jkw"", ""mengatakn"", ""pembimbingnya"", ""adlh"", ""kasmudjo"", ""memaksa"", ""pindah"", ""ke"", ""ikn"", ""pdhl"", ""tdk"", ""ada"", ""dlm"", ""program"", ""kampanyebyk"", ""prosedur"", ""ditabrak""]","[""lhkpn"", ""mengalami"", ""peningkatn"", ""signifikan"", ""slama"", ""menjabat"", ""hutang"", ""nkri"", ""jg"", ""melonjak"", ""signifikan"", ""jabatn"", ""jkw"", ""mengatakn"", ""pembimbingnya"", ""adlh"", ""kasmudjo"", ""memaksa"", ""pindah"", ""ikn"", ""pdhl"", ""tdk"", ""dlm"", ""program"", ""kampanyebyk"", ""prosedur"", ""ditabrak""]","[""alami"", ""bimbing"", ""hutang"", ""ikn"", ""jabat"", ""lonjak"", ""paksa"", ""pindah"", ""program"", ""prosedur"", ""signifikan"", ""signifikan"", ""tabrak""]",negatif
ikn jatuh rumah tolong, tolong jatuhnya ke ikn atau rumah jokowi, tolong jatuhnya ke ikn atau rumah jokowi,"[""tolong"", ""jatuhnya"", ""ke"", ""ikn"", ""atau"", ""rumah"", ""jokowi""]","[""tolong"", ""jatuhnya"", ""ikn"", ""rumah"", ""jokowi""]","[""ikn"", ""jatuh"", ""rumah"", ""tolong""]",negatif
ikn iprit jin jin jin ketemu korup mana,     sudah pak jangan kemana masing saja. yg jelas mungkin dia ketemu jin iprit jin ikn jin korup etc.,     sudah pak jangan kemana masing saja yg jelas mungkin dia ketemu jin iprit jin ikn jin korup etc,"[""sudah"", ""pak"", ""jangan"", ""kemana"", ""masing"", ""saja"", ""yg"", ""jelas"", ""mungkin"", ""dia"", ""ketemu"", ""jin"", ""iprit"", ""jin"", ""ikn"", ""jin"", ""korup"", ""etc""]","[""kemana"", ""ketemu"", ""jin"", ""iprit"", ""jin"", ""ikn"", ""jin"", ""korup"", ""etc""]","[""ikn"", ""iprit"", ""jin"", ""jin"", ""jin"", ""ketemu"", ""korup"", ""mana""]",negatif
dorong geopolitik ikn nusantara nusantara perintah siap terbit ubah,mengubah geopolitik asia tenggara..!panitia persiapan pemerintahan dki nusantara dorong penerbitan perdasus ikn nusantara  lewat .com ,mengubah geopolitik asia tenggarapanitia persiapan pemerintahan dki nusantara dorong penerbitan perdasus ikn nusantara  lewat com ,"[""mengubah"", ""geopolitik"", ""asia"", ""tenggarapanitia"", ""persiapan"", ""pemerintahan"", ""dki"", ""nusantara"", ""dorong"", ""penerbitan"", ""perdasus"", ""ikn"", ""nusantara"", ""lewat"", ""com""]","[""mengubah"", ""geopolitik"", ""asia"", ""tenggarapanitia"", ""persiapan"", ""pemerintahan"", ""dki"", ""nusantara"", ""dorong"", ""penerbitan"", ""perdasus"", ""ikn"", ""nusantara"", ""com""]","[""dorong"", ""geopolitik"", ""ikn"", ""nusantara"", ""nusantara"", ""perintah"", ""siap"", ""terbit"", ""ubah""]",negatif
akademisi amat ambisi aspirasi bohong elite hendak ikn ikn indonesia kali luas mas pindah politik pribadi putus rakyat rakyat tuju,   banyak kali bohong nya mas bahwa ikn sudah disetujui oleh seluruh rakyat indonesia pengamat dan akademisi menyatakan bahwa keputusan pemindahan ikn lebih merupakan kehendak elite politik dan ambisi pribadi jokowi bukan aspirasi rakyat secara luas ,   banyak kali bohong nya mas bahwa ikn sudah disetujui oleh seluruh rakyat indonesia pengamat dan akademisi menyatakan bahwa keputusan pemindahan ikn lebih merupakan kehendak elite politik dan ambisi pribadi jokowi bukan aspirasi rakyat secara luas ,"[""banyak"", ""kali"", ""bohong"", ""nya"", ""mas"", ""bahwa"", ""ikn"", ""sudah"", ""disetujui"", ""oleh"", ""seluruh"", ""rakyat"", ""indonesia"", ""pengamat"", ""dan"", ""akademisi"", ""menyatakan"", ""bahwa"", ""keputusan"", ""pemindahan"", ""ikn"", ""lebih"", ""merupakan"", ""kehendak"", ""elite"", ""politik"", ""dan"", ""ambisi"", ""pribadi"", ""jokowi"", ""bukan"", ""aspirasi"", ""rakyat"", ""secara"", ""luas""]","[""kali"", ""bohong"", ""mas"", ""ikn"", ""disetujui"", ""rakyat"", ""indonesia"", ""pengamat"", ""akademisi"", ""keputusan"", ""pemindahan"", ""ikn"", ""kehendak"", ""elite"", ""politik"", ""ambisi"", ""pribadi"", ""jokowi"", ""aspirasi"", ""rakyat"", ""luas""]","[""akademisi"", ""amat"", ""ambisi"", ""aspirasi"", ""bohong"", ""elite"", ""hendak"", ""ikn"", ""ikn"", ""indonesia"", ""kali"", ""luas"", ""mas"", ""pindah"", ""politik"", ""pribadi"", ""putus"", ""rakyat"", ""rakyat"", ""tuju""]",negatif
arus dagang dorong ikn nusantara wilayah,ikn nusantara mendorong arus perdagangan antar wilayah ,ikn nusantara mendorong arus perdagangan antar wilayah ,"[""ikn"", ""nusantara"", ""mendorong"", ""arus"", ""perdagangan"", ""antar"", ""wilayah""]","[""ikn"", ""nusantara"", ""mendorong"", ""arus"", ""perdagangan"", ""wilayah""]","[""arus"", ""dagang"", ""dorong"", ""ikn"", ""nusantara"", ""wilayah""]",negatif
ikn kota pindah,ikn bukan sekadar perpindahan ibu kota ,ikn bukan sekadar perpindahan ibu kota ,"[""ikn"", ""bukan"", ""sekadar"", ""perpindahan"", ""ibu"", ""kota""]","[""ikn"", ""perpindahan"", ""kota""]","[""ikn"", ""kota"", ""pindah""]",negatif
baik belik birokrasi birokrasi bupati camat dana gubernur ikn ikn indonesia lewat pintu sanding sekolah sekolah sunat sunat tukang,gak bisa di sandingkan ikn itu birokrasinya baru dan satu pintu ada otorita ikn kalau memperbaiki sekolah seluruh indonesia itu melewati birokrasi yg amat banyak berbelik dan banyak tukang sunat dana  sekolah itu di sunat dari ditjen gubernur walikota bupati camat dsb ,gak bisa di sandingkan ikn itu birokrasinya baru dan satu pintu ada otorita ikn kalau memperbaiki sekolah seluruh indonesia itu melewati birokrasi yg amat banyak berbelik dan banyak tukang sunat dana  sekolah itu di sunat dari ditjen gubernur walikota bupati camat dsb ,"[""tidak"", ""bisa"", ""di"", ""sandingkan"", ""ikn"", ""itu"", ""birokrasinya"", ""baru"", ""dan"", ""satu"", ""pintu"", ""ada"", ""otorita"", ""ikn"", ""kalau"", ""memperbaiki"", ""sekolah"", ""seluruh"", ""indonesia"", ""itu"", ""melewati"", ""birokrasi"", ""yg"", ""amat"", ""banyak"", ""berbelik"", ""dan"", ""banyak"", ""tukang"", ""sunat"", ""dana"", ""sekolah"", ""itu"", ""di"", ""sunat"", ""dari"", ""ditjen"", ""gubernur"", ""walikota"", ""bupati"", ""camat"", ""dsb""]","[""sandingkan"", ""ikn"", ""birokrasinya"", ""pintu"", ""otorita"", ""ikn"", ""memperbaiki"", ""sekolah"", ""indonesia"", ""melewati"", ""birokrasi"", ""berbelik"", ""tukang"", ""sunat"", ""dana"", ""sekolah"", ""sunat"", ""ditjen"", ""gubernur"", ""walikota"", ""bupati"", ""camat"", ""dsb""]","[""baik"", ""belik"", ""birokrasi"", ""birokrasi"", ""bupati"", ""camat"", ""dana"", ""gubernur"", ""ikn"", ""ikn"", ""indonesia"", ""lewat"", ""pintu"", ""sanding"", ""sekolah"", ""sekolah"", ""sunat"", ""sunat"", ""tukang""]",positif
asing ikn investasi,investasi asing di ikn ,investasi asing di ikn ,"[""investasi"", ""asing"", ""di"", ""ikn""]","[""investasi"", ""asing"", ""ikn""]","[""asing"", ""ikn"", ""investasi""]",negatif
arus dagang dorong ikn nusantara wilayah,ikn nusantara mendorong arus perdagangan antar wilayah ,ikn nusantara mendorong arus perdagangan antar wilayah ,"[""ikn"", ""nusantara"", ""mendorong"", ""arus"", ""perdagangan"", ""antar"", ""wilayah""]","[""ikn"", ""nusantara"", ""mendorong"", ""arus"", ""perdagangan"", ""wilayah""]","[""arus"", ""dagang"", ""dorong"", ""ikn"", ""nusantara"", ""wilayah""]",negatif
bijak bobrok cepat gratis ikn ingkar jabat jabat janji janji kereta kuat lunas mas mobil nyata pakai utang, udah dapat mobil gratis esemk ya mas udah dapat jabatan apa? janji jokowi tidak bagi bagi jabatan nyatanya??? udah sekuat apa kpk? malah makin bobrok kereta cepat gimana? utang udah lunas belum? ikn janjinnya gak pakai apbn nyata nya gimana? banyak kebijakannya ingkar janji., udah dapat mobil gratis esemk ya mas udah dapat jabatan apa janji jokowi tidak bagi bagi jabatan nyatanya udah sekuat apa kpk malah makin bobrok kereta cepat gimana utang udah lunas belum ikn janjinnya gak pakai apbn nyata nya gimana banyak kebijakannya ingkar janji,"[""udah"", ""dapat"", ""mobil"", ""gratis"", ""esemk"", ""ya"", ""mas"", ""udah"", ""dapat"", ""jabatan"", ""apa"", ""janji"", ""jokowi"", ""tidak"", ""bagi"", ""bagi"", ""jabatan"", ""nyatanya"", ""udah"", ""sekuat"", ""apa"", ""kpk"", ""malah"", ""makin"", ""bobrok"", ""kereta"", ""cepat"", ""gimana"", ""utang"", ""udah"", ""lunas"", ""belum"", ""ikn"", ""janjinnya"", ""tidak"", ""pakai"", ""apbn"", ""nyata"", ""nya"", ""gimana"", ""banyak"", ""kebijakannya"", ""ingkar"", ""janji""]","[""udah"", ""mobil"", ""gratis"", ""esemk"", ""mas"", ""udah"", ""jabatan"", ""janji"", ""jokowi"", ""jabatan"", ""udah"", ""sekuat"", ""kpk"", ""bobrok"", ""kereta"", ""cepat"", ""gimana"", ""utang"", ""udah"", ""lunas"", ""ikn"", ""janjinnya"", ""pakai"", ""apbn"", ""nyata"", ""gimana"", ""kebijakannya"", ""ingkar"", ""janji""]","[""bijak"", ""bobrok"", ""cepat"", ""gratis"", ""ikn"", ""ingkar"", ""jabat"", ""jabat"", ""janji"", ""janji"", ""kereta"", ""kuat"", ""lunas"", ""mas"", ""mobil"", ""nyata"", ""pakai"", ""utang""]",negatif
babat ego hutan ikn muas objek, hutan yg lu babat buat ikn juga bukan objek pemuas ego lu juga pak., hutan yg lu babat buat ikn juga bukan objek pemuas ego lu juga pak,"[""hutan"", ""yg"", ""kamu"", ""babat"", ""buat"", ""ikn"", ""juga"", ""bukan"", ""objek"", ""pemuas"", ""ego"", ""kamu"", ""juga"", ""pak""]","[""hutan"", ""babat"", ""ikn"", ""objek"", ""pemuas"", ""ego""]","[""babat"", ""ego"", ""hutan"", ""ikn"", ""muas"", ""objek""]",negatif
ikn kota pindah,ikn bukan sekadar perpindahan ibu kota ,ikn bukan sekadar perpindahan ibu kota ,"[""ikn"", ""bukan"", ""sekadar"", ""perpindahan"", ""ibu"", ""kota""]","[""ikn"", ""perpindahan"", ""kota""]","[""ikn"", ""kota"", ""pindah""]",negatif
baik benjut burut ekonomi hanyut hasil ikn juta kerja lanjut murah nilai rakyat tukar utang,   memperbaiki apa kan keberlanjutan ikn lanjut utang lanjut phk lanjut ekonomi % benjut nilai tukar rp  kanjut lapanga kerja  juta entut sembako murah burut penghasilan rakyat hanyut,   memperbaiki apa kan keberlanjutan ikn lanjut utang lanjut phk lanjut ekonomi  benjut nilai tukar rp  kanjut lapanga kerja  juta entut sembako murah burut penghasilan rakyat hanyut,"[""memperbaiki"", ""apa"", ""kan"", ""keberlanjutan"", ""ikn"", ""lanjut"", ""utang"", ""lanjut"", ""phk"", ""lanjut"", ""ekonomi"", ""benjut"", ""nilai"", ""tukar"", ""rp"", ""kanjut"", ""lapanga"", ""kerja"", ""juta"", ""entut"", ""sembako"", ""murah"", ""burut"", ""penghasilan"", ""rakyat"", ""hanyut""]","[""memperbaiki"", ""keberlanjutan"", ""ikn"", ""utang"", ""phk"", ""ekonomi"", ""benjut"", ""nilai"", ""tukar"", ""rp"", ""kanjut"", ""lapanga"", ""kerja"", ""juta"", ""entut"", ""sembako"", ""murah"", ""burut"", ""penghasilan"", ""rakyat"", ""hanyut""]","[""baik"", ""benjut"", ""burut"", ""ekonomi"", ""hanyut"", ""hasil"", ""ikn"", ""juta"", ""kerja"", ""lanjut"", ""murah"", ""nilai"", ""rakyat"", ""tukar"", ""utang""]",positif
dukung ikn nusantara,dukung ikn nusantara ,dukung ikn nusantara ,"[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]",positif
dukung ikn nusantara,dukung ikn nusantara ,dukung ikn nusantara ,"[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]",positif
dukung ikn nusantara,dukung ikn nusantara ,dukung ikn nusantara ,"[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]",positif
dukung ikn nusantara,dukung ikn nusantara ,dukung ikn nusantara ,"[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]","[""dukung"", ""ikn"", ""nusantara""]",positif
bangsa ikn indah indonesia maju,ikn memajukan bangsa indonesia jadi lebih indah ,ikn memajukan bangsa indonesia jadi lebih indah ,"[""ikn"", ""memajukan"", ""bangsa"", ""indonesia"", ""jadi"", ""lebih"", ""indah""]","[""ikn"", ""memajukan"", ""bangsa"", ""indonesia"", ""indah""]","[""bangsa"", ""ikn"", ""indah"", ""indonesia"", ""maju""]",positif
bangsa ikn indah indonesia maju,ikn memajukan bangsa indonesia jadi lebih indah ,ikn memajukan bangsa indonesia jadi lebih indah ,"[""ikn"", ""memajukan"", ""bangsa"", ""indonesia"", ""jadi"", ""lebih"", ""indah""]","[""ikn"", ""memajukan"", ""bangsa"", ""indonesia"", ""indah""]","[""bangsa"", ""ikn"", ""indah"", ""indonesia"", ""maju""]",positif
bangsa ikn indah indonesia maju,ikn memajukan bangsa indonesia jadi lebih indah ,ikn memajukan bangsa indonesia jadi lebih indah ,"[""ikn"", ""memajukan"", ""bangsa"", ""indonesia"", ""jadi"", ""lebih"", ""indah""]","[""ikn"", ""memajukan"", ""bangsa"", ""indonesia"", ""indah""]","[""bangsa"", ""ikn"", ""indah"", ""indonesia"", ""maju""]",positif
bangsa ikn indah indonesia maju,ikn memajukan bangsa indonesia jadi lebih indah ,ikn memajukan bangsa indonesia jadi lebih indah ,"[""ikn"", ""memajukan"", ""bangsa"", ""indonesia"", ""jadi"", ""lebih"", ""indah""]","[""ikn"", ""memajukan"", ""bangsa"", ""indonesia"", ""indah""]","[""bangsa"", ""ikn"", ""indah"", ""indonesia"", ""maju""]",positif
alas bal ikn indonesia jalan jelang lawan,timnas indonesia jalani tc di bali jelang lawan china dan jepang alasan bukan di ikn kaltim     lewat ,timnas indonesia jalani tc di bali jelang lawan china dan jepang alasan bukan di ikn kaltim     lewat ,"[""timnas"", ""indonesia"", ""jalani"", ""tc"", ""di"", ""bali"", ""jelang"", ""lawan"", ""china"", ""dan"", ""jepang"", ""alasan"", ""bukan"", ""di"", ""ikn"", ""kaltim"", ""lewat""]","[""timnas"", ""indonesia"", ""jalani"", ""tc"", ""bali"", ""jelang"", ""lawan"", ""china"", ""jepang"", ""alasan"", ""ikn"", ""kaltim""]","[""alas"", ""bal"", ""ikn"", ""indonesia"", ""jalan"", ""jelang"", ""lawan""]",negatif
bapak ikn juta orang pribadi,  bapaknya wapres sm ikn.. demi nafsuu pribadii ngorbanin  juta orang ,  bapaknya wapres sm ikn demi nafsuu pribadii ngorbanin  juta orang ,"[""bapaknya"", ""wapres"", ""sm"", ""ikn"", ""demi"", ""nafsuu"", ""pribadii"", ""ngorbanin"", ""juta"", ""orang""]","[""bapaknya"", ""wapres"", ""sm"", ""ikn"", ""nafsuu"", ""pribadii"", ""ngorbanin"", ""juta"", ""orang""]","[""bapak"", ""ikn"", ""juta"", ""orang"", ""pribadi""]",negatif
anak asing bukti dalil ekonomi fakta hasil ikn impor investor juta kerja kerja lapang lapang menantu mobil over stop stop tumbuh utang,ada yg mendalilkan: - mobil esemka. buktinya zonk - investor asing untuk ikn over subscriber. faktanya zonk - pertumbuhan ekonomi - stop impor - stop utang -  juta lapangan kerja. hasil: lapangan kerja buat anak dan menantu ,ada yg mendalilkan  mobil esemka buktinya zonk  investor asing untuk ikn over subscriber faktanya zonk  pertumbuhan ekonomi  stop impor  stop utang   juta lapangan kerja hasil lapangan kerja buat anak dan menantu ,"[""ada"", ""yg"", ""mendalilkan"", ""mobil"", ""esemka"", ""buktinya"", ""zonk"", ""investor"", ""asing"", ""untuk"", ""ikn"", ""over"", ""subscriber"", ""faktanya"", ""zonk"", ""pertumbuhan"", ""ekonomi"", ""stop"", ""impor"", ""stop"", ""utang"", ""juta"", ""lapangan"", ""kerja"", ""hasil"", ""lapangan"", ""kerja"", ""buat"", ""anak"", ""dan"", ""menantu""]","[""mendalilkan"", ""mobil"", ""esemka"", ""buktinya"", ""zonk"", ""investor"", ""asing"", ""ikn"", ""over"", ""subscriber"", ""faktanya"", ""zonk"", ""pertumbuhan"", ""ekonomi"", ""stop"", ""impor"", ""stop"", ""utang"", ""juta"", ""lapangan"", ""kerja"", ""hasil"", ""lapangan"", ""kerja"", ""anak"", ""menantu""]","[""anak"", ""asing"", ""bukti"", ""dalil"", ""ekonomi"", ""fakta"", ""hasil"", ""ikn"", ""impor"", ""investor"", ""juta"", ""kerja"", ""kerja"", ""lapang"", ""lapang"", ""menantu"", ""mobil"", ""over"", ""stop"", ""stop"", ""tumbuh"", ""utang""]",negatif
bangun detail global ikn internasional kampus sekolah taraf,sekolah internasional dan kampus bertaraf global mulai dibangun di ikn ini detailnya ,sekolah internasional dan kampus bertaraf global mulai dibangun di ikn ini detailnya ,"[""sekolah"", ""internasional"", ""dan"", ""kampus"", ""bertaraf"", ""global"", ""mulai"", ""dibangun"", ""di"", ""ikn"", ""ini"", ""detailnya""]","[""sekolah"", ""internasional"", ""kampus"", ""bertaraf"", ""global"", ""dibangun"", ""ikn"", ""detailnya""]","[""bangun"", ""detail"", ""global"", ""ikn"", ""internasional"", ""kampus"", ""sekolah"", ""taraf""]",negatif
alam amburadul bayar cebong duit efek ekonomi emang gada gada ikn ikn malu mana,  cebong pki? lo yg setress krn dibayar utk mangab gada efek! bukannya sudah waktunya kembali ke alammu? ikn noh banyak yg nunggu. emang gada malu ikn mangkrak duit kemana ekonomi amburadul. guobluok.,  cebong pki lo yg setress krn dibayar utk mangab gada efek bukannya sudah waktunya kembali ke alammu ikn noh banyak yg nunggu emang gada malu ikn mangkrak duit kemana ekonomi amburadul guobluok,"[""cebong"", ""pki"", ""lo"", ""yg"", ""setress"", ""krn"", ""dibayar"", ""utk"", ""mangab"", ""gada"", ""efek"", ""bukannya"", ""sudah"", ""waktunya"", ""kembali"", ""ke"", ""alammu"", ""ikn"", ""noh"", ""banyak"", ""yg"", ""nunggu"", ""emang"", ""gada"", ""malu"", ""ikn"", ""mangkrak"", ""duit"", ""kemana"", ""ekonomi"", ""amburadul"", ""guobluok""]","[""cebong"", ""pki"", ""setress"", ""krn"", ""dibayar"", ""utk"", ""mangab"", ""gada"", ""efek"", ""alammu"", ""ikn"", ""noh"", ""nunggu"", ""emang"", ""gada"", ""malu"", ""ikn"", ""mangkrak"", ""duit"", ""kemana"", ""ekonomi"", ""amburadul"", ""guobluok""]","[""alam"", ""amburadul"", ""bayar"", ""cebong"", ""duit"", ""efek"", ""ekonomi"", ""emang"", ""gada"", ""gada"", ""ikn"", ""ikn"", ""malu"", ""mana""]",negatif
dengar ikn investor, kedengaran spt investor ngantri di ikn, kedengaran spt investor ngantri di ikn,"[""kedengaran"", ""spt"", ""investor"", ""ngantri"", ""di"", ""ikn""]","[""kedengaran"", ""spt"", ""investor"", ""ngantri"", ""ikn""]","[""dengar"", ""ikn"", ""investor""]",negatif
ikn modal nongol tanam,  yg mau tanam modal di ikn kok ga nongol ya,  yg mau tanam modal di ikn kok ga nongol ya,"[""yg"", ""mau"", ""tanam"", ""modal"", ""di"", ""ikn"", ""kok"", ""tidak"", ""nongol"", ""ya""]","[""tanam"", ""modal"", ""ikn"", ""nongol""]","[""ikn"", ""modal"", ""nongol"", ""tanam""]",negatif
berani birit ikn kali kalo orang presiden,   kalo srimul berani debatin orang sekitar presiden itu ikn juga kaga jadi dibkin secara terbirit kali cuy,   kalo srimul berani debatin orang sekitar presiden itu ikn juga kaga jadi dibkin secara terbirit kali cuy,"[""kalo"", ""srimul"", ""berani"", ""debatin"", ""orang"", ""sekitar"", ""presiden"", ""itu"", ""ikn"", ""juga"", ""kaga"", ""jadi"", ""dibkin"", ""secara"", ""terbirit"", ""kali"", ""cuy""]","[""kalo"", ""srimul"", ""berani"", ""debatin"", ""orang"", ""presiden"", ""ikn"", ""kaga"", ""dibkin"", ""terbirit"", ""kali"", ""cuy""]","[""berani"", ""birit"", ""ikn"", ""kali"", ""kalo"", ""orang"", ""presiden""]",negatif
anggap bohong bohong cepat ikn kereta pakai pakai rakyat uang, saya sebagai rakyat merasa di bohongi . kereta cepat ga pakai apbn ikn juga ga pakai apbn. kalau esemka punya uang rbt itu saya anggap ga bohongi saya., saya sebagai rakyat merasa di bohongi  kereta cepat ga pakai apbn ikn juga ga pakai apbn kalau esemka punya uang rbt itu saya anggap ga bohongi saya,"[""saya"", ""sebagai"", ""rakyat"", ""merasa"", ""di"", ""bohongi"", ""kereta"", ""cepat"", ""tidak"", ""pakai"", ""apbn"", ""ikn"", ""juga"", ""tidak"", ""pakai"", ""apbn"", ""kalau"", ""esemka"", ""punya"", ""uang"", ""rbt"", ""itu"", ""saya"", ""anggap"", ""tidak"", ""bohongi"", ""saya""]","[""rakyat"", ""bohongi"", ""kereta"", ""cepat"", ""pakai"", ""apbn"", ""ikn"", ""pakai"", ""apbn"", ""esemka"", ""uang"", ""rbt"", ""anggap"", ""bohongi""]","[""anggap"", ""bohong"", ""bohong"", ""cepat"", ""ikn"", ""kereta"", ""pakai"", ""pakai"", ""rakyat"", ""uang""]",negatif
